2,1377986401,19.927,1,11,0,0
4,1377986401,9.472,1,2,0,0
5,1377986401,0,1,3,0,0
8,1377986401,17.743,1,7,0,0
9,1377986401,0,1,9,0,0
12,1377986401,21.254,1,0,1,0
13,1377986401,0,1,1,1,0
15,1377986401,0,1,10,1,0
17,1377986401,0,1,12,1,0
20,1377986401,33.291,1,2,1,0
22,1377986401,18.033,1,4,1,0
23,1377986401,0,1,6,1,0
25,1377986401,0,1,0,10,0
27,1377986401,0,1,0,11,0
30,1377986401,17.367,1,2,11,0
31,1377986401,0,1,1,12,0
33,1377986401,0,1,4,12,0
36,1377986401,0,1,10,13,0
38,1377986401,15.737,1,11,13,0
39,1377986401,0,1,2,13,0
41,1377986401,0,1,4,13,0
44,1377986401,20.34,1,5,13,0
45,1377986401,0,1,9,13,0
48,1377986401,0,1,0,2,0
49,1377986401,0,1,1,2,0
52,1377986401,0,1,3,2,0
53,1377986401,0,1,4,2,0
55,1377986401,0,1,6,2,0
58,1377986401,40.356,1,0,3,0
60,1377986401,14.593,1,3,3,0
61,1377986401,0,1,0,4,0
63,1377986401,0,1,2,4,0
65,1377986401,0,1,0,5,0
67,1377986401,0,1,1,5,0
69,1377986401,0,1,2,5,0
71,1377986401,0,1,1,6,0
74,1377986401,30.748,1,11,6,0
75,1377986401,0,1,12,6,0
78,1377986401,10.977,1,2,6,0
80,1377986401,69.812,1,4,6,0
82,1377986401,6.147,1,5,6,0
83,1377986401,0,1,8,6,0
85,1377986401,0,1,9,6,0
87,1377986401,0,1,1,7,0
89,1377986401,0,1,2,7,0
91,1377986401,0,1,4,7,0
94,1377986401,16.308,1,6,7,0
96,1377986401,31.633,1,7,7,0
97,1377986401,0,1,8,7,0
100,1377986401,9.8,1,0,8,0
101,1377986401,0,1,2,8,0
103,1377986401,0,1,3,8,0
105,1377986401,0,1,5,8,0
108,1377986401,0,1,8,8,0
110,1377986401,39.344,1,9,8,0
112,1377986401,0,1,0,9,0
113,1377986401,0,1,10,9,0
116,1377986401,0,1,12,9,0
117,1377986401,0,1,2,9,0
120,1377986401,0,1,3,9,0
121,1377986401,0,1,4,9,0
124,1377986401,0,1,5,9,0
126,1377986401,0,1,6,9,0
127,1377986401,0,1,9,9,0
2451,1377986402,0,1,11,1,0
2459,1377986402,0,1,6,13,0
2461,1377986402,0,1,8,13,0
2469,1377986402,0,1,1,4,0
2473,1377986402,0,1,3,6,0
3405,1377986403,0,1,4,0,0
3408,1377986403,4.146,1,5,0,0
3410,1377986403,3.274,1,6,0,0
3421,1377986403,166.585,1,3,1,0
3428,1377986403,19.788,1,5,1,0
3429,1377986403,0,1,7,1,0
3431,1377986403,302.36,1,1,10,0
3436,1377986403,11.841,1,2,10,0
3439,1377986403,0,1,1,11,0
3443,1377986403,0,1,3,11,0
3446,1377986403,10.078,1,0,12,0
3449,1377986403,185.955,1,0,13,0
3453,1377986403,149.034,1,1,13,0
3461,1377986403,362.911,1,3,13,0
3468,1377986403,5.998,1,7,13,0
3471,1377986403,256.151,1,2,2,0
3478,1377986403,7.073,1,5,2,0
3481,1377986403,205.902,1,1,3,0
3485,1377986403,0,1,2,3,0
3495,1377986403,277.111,1,0,6,0
3500,1377986403,4.689,1,10,6,0
3503,1377986403,0,1,13,6,0
3511,1377986403,0,1,7,6,0
3515,1377986403,329.351,1,0,7,0
3519,1377986403,0,1,3,7,0
3521,1377986403,0,1,5,7,0
3529,1377986403,0,1,1,8,0
3534,1377986403,9.553,1,4,8,0
3535,1377986403,0,1,7,8,0
3544,1377986403,12.265,1,1,9,0
3545,1377986403,0,1,11,9,0
3557,1377986403,157.138,1,7,9,0
3561,1377986403,374.322,1,8,9,0
6977,1377986405,0,1,0,0,0
6989,1377986405,0,1,8,0,0
7001,1377986405,0,1,9,1,0
7009,1377986405,0,1,2,12,0
7071,1377986405,0,1,13,9,0
102165,1377986462,0,1,9,0,0
102167,1377986462,0,1,1,1,0
102169,1377986462,0,1,10,1,0
102173,1377986462,0,1,12,1,0
102175,1377986462,0,1,6,1,0
102179,1377986462,0,1,0,10,0
102181,1377986462,0,1,0,11,0
102187,1377986462,0,1,1,12,0
102189,1377986462,0,1,4,12,0
102191,1377986462,0,1,2,13,0
102197,1377986462,0,1,9,13,0
102199,1377986462,0,1,1,2,0
102201,1377986462,0,1,4,2,0
102203,1377986462,0,1,6,2,0
102207,1377986462,0,1,0,4,0
102211,1377986462,0,1,2,4,0
102213,1377986462,0,1,0,5,0
102215,1377986462,0,1,1,5,0
102217,1377986462,0,1,2,5,0
102219,1377986462,0,1,12,6,0
102227,1377986462,0,1,9,6,0
102229,1377986462,0,1,1,7,0
102231,1377986462,0,1,2,7,0
102235,1377986462,0,1,4,7,0
102239,1377986462,0,1,8,7,0
102243,1377986462,0,1,3,8,0
102247,1377986462,0,1,10,9,0
102251,1377986462,0,1,4,9,0
102253,1377986462,0,1,9,9,0
104045,1377986463,17.323,1,11,0,0
104047,1377986463,10.046,1,2,0,0
104053,1377986463,21.914,1,7,0,0
104055,1377986463,21.254,1,0,1,0
104057,1377986463,39.091,1,2,1,0
104061,1377986463,19.739,1,4,1,0
104069,1377986463,19.594,1,2,11,0
104077,1377986463,0,1,10,13,0
104079,1377986463,15.217,1,11,13,0
104083,1377986463,19.769,1,5,13,0
104087,1377986463,0,1,0,2,0
104091,1377986463,0,1,3,2,0
104095,1377986463,44.114,1,0,3,0
104099,1377986463,15.535,1,3,3,0
104105,1377986463,30.192,1,11,6,0
104107,1377986463,10.652,1,2,6,0
104109,1377986463,75.339,1,4,6,0
104111,1377986463,7.007,1,5,6,0
104115,1377986463,21.225,1,6,7,0
104117,1377986463,31.804,1,7,7,0
104119,1377986463,9.035,1,0,8,0
104123,1377986463,0,1,8,8,0
104125,1377986463,43.329,1,9,8,0
104127,1377986463,0,1,0,9,0
104131,1377986463,0,1,12,9,0
104133,1377986463,0,1,3,9,0
104135,1377986463,0,1,5,9,0
104137,1377986463,0,1,6,9,0
105489,1377986464,3.285,1,5,0,0
105491,1377986464,2.641,1,6,0,0
105499,1377986464,0,1,11,1,0
105503,1377986464,16.513,1,5,1,0
105507,1377986464,9.539,1,2,10,0
105511,1377986464,8.215,1,0,12,0
105519,1377986464,0,1,6,13,0
105521,1377986464,4.855,1,7,13,0
105523,1377986464,0,1,8,13,0
105527,1377986464,5.848,1,5,2,0
105531,1377986464,0,1,1,4,0
105541,1377986464,4.234,1,10,6,0
105543,1377986464,0,1,3,6,0
105555,1377986464,7.982,1,4,8,0
105557,1377986464,9.521,1,1,9,0
107025,1377986465,168.686,1,3,1,0
107033,1377986465,307.753,1,1,10,0
107039,1377986465,181.022,1,0,13,0
107041,1377986465,157.325,1,1,13,0
107047,1377986465,378.415,1,3,13,0
107057,1377986465,256.151,1,2,2,0
107065,1377986465,204.875,1,1,3,0
107069,1377986465,277.097,1,0,6,0
107081,1377986465,353.217,1,0,7,0
107107,1377986465,163.588,1,7,9,0
107109,1377986465,359.258,1,8,9,0
108791,1377986466,0,1,3,0,0
108825,1377986466,0,1,4,13,0
108857,1377986466,0,1,1,6,0
108863,1377986466,0,1,8,6,0
108877,1377986466,0,1,2,8,0
108881,1377986466,0,1,5,8,0
108885,1377986466,0,1,2,9,0
112107,1377986468,0,1,4,0,0
112121,1377986468,0,1,7,1,0
112127,1377986468,0,1,1,11,0
112129,1377986468,0,1,3,11,0
112149,1377986468,0,1,2,3,0
112165,1377986468,0,1,13,6,0
112169,1377986468,0,1,7,6,0
112177,1377986468,0,1,3,7,0
112181,1377986468,0,1,5,7,0
112185,1377986468,0,1,1,8,0
112189,1377986468,0,1,7,8,0
112193,1377986468,0,1,11,9,0
113989,1377986469,0,1,0,0,0
113997,1377986469,0,1,8,0,0
114007,1377986469,0,1,9,1,0
114015,1377986469,0,1,2,12,0
114069,1377986469,0,1,13,9,0
203761,1377986523,0,1,1,1,0
203767,1377986523,0,1,6,1,0
203771,1377986523,0,1,0,10,0
203779,1377986523,0,1,1,12,0
203785,1377986523,0,1,9,13,0
203787,1377986523,0,1,1,2,0
203791,1377986523,0,1,6,2,0
203797,1377986523,0,1,12,6,0
203803,1377986523,0,1,8,7,0
203811,1377986523,0,1,10,9,0
203815,1377986523,0,1,9,9,0
205289,1377986524,9.811,1,2,0,0
205295,1377986524,0,1,9,0,0
205297,1377986524,20.904,1,0,1,0
205299,1377986524,0,1,10,1,0
205301,1377986524,0,1,12,1,0
205303,1377986524,18.015,1,4,1,0
205309,1377986524,0,1,0,11,0
205313,1377986524,0,1,4,12,0
205315,1377986524,0,1,10,13,0
205317,1377986524,15.638,1,11,13,0
205319,1377986524,0,1,2,13,0
205321,1377986524,20.254,1,5,13,0
205325,1377986524,0,1,0,2,0
205327,1377986524,0,1,3,2,0
205329,1377986524,0,1,4,2,0
205333,1377986524,15.091,1,3,3,0
205335,1377986524,0,1,0,4,0
205337,1377986524,0,1,2,4,0
205339,1377986524,0,1,0,5,0
205341,1377986524,0,1,1,5,0
205343,1377986524,0,1,2,5,0
205347,1377986524,30.782,1,11,6,0
205349,1377986524,11.416,1,2,6,0
205351,1377986524,6.571,1,5,6,0
205353,1377986524,0,1,9,6,0
205355,1377986524,0,1,1,7,0
205357,1377986524,0,1,2,7,0
205359,1377986524,0,1,4,7,0
205361,1377986524,29.772,1,7,7,0
205363,1377986524,9.961,1,0,8,0
205365,1377986524,0,1,3,8,0
205369,1377986524,0,1,8,8,0
205371,1377986524,0,1,0,9,0
205375,1377986524,0,1,12,9,0
205377,1377986524,0,1,3,9,0
205379,1377986524,0,1,4,9,0
205381,1377986524,0,1,5,9,0
205383,1377986524,0,1,6,9,0
206777,1377986525,17.344,1,11,0,0
206779,1377986525,19.425,1,7,0,0
206783,1377986525,0,1,11,1,0
206785,1377986525,39.577,1,2,1,0
206799,1377986525,21.278,1,2,11,0
206815,1377986525,0,1,6,13,0
206817,1377986525,0,1,8,13,0
206829,1377986525,42.93,1,0,3,0
206835,1377986525,0,1,1,4,0
206843,1377986525,0,1,3,6,0
206845,1377986525,78.538,1,4,6,0
206851,1377986525,21.197,1,6,7,0
206855,1377986525,44.262,1,9,8,0
208559,1377986526,3.598,1,5,0,0
208561,1377986526,2.783,1,6,0,0
208571,1377986526,167.974,1,3,1,0
208573,1377986526,16.023,1,5,1,0
208575,1377986526,296.925,1,1,10,0
208577,1377986526,10.111,1,2,10,0
208581,1377986526,8.145,1,0,12,0
208585,1377986526,173.877,1,0,13,0
208587,1377986526,165.417,1,1,13,0
208593,1377986526,394.388,1,3,13,0
208599,1377986526,4.999,1,7,13,0
208605,1377986526,257.388,1,2,2,0
208611,1377986526,5.574,1,5,2,0
208613,1377986526,195.988,1,1,3,0
208627,1377986526,293.154,1,0,6,0
208631,1377986526,4.318,1,10,6,0
208639,1377986526,335.989,1,0,7,0
208651,1377986526,8.074,1,4,8,0
208659,1377986526,10.321,1,1,9,0
208673,1377986526,162.754,1,7,9,0
208675,1377986526,378.913,1,8,9,0
216651,1377986531,0.616,1,3,0,0
216679,1377986531,1.011,1,4,13,0
216701,1377986531,1.97,1,1,6,0
216709,1377986531,0.81,1,8,6,0
216717,1377986531,0.721,1,2,8,0
216719,1377986531,1.947,1,5,8,0
216725,1377986531,1.05,1,2,9,0
218477,1377986532,0,1,4,0,0
218493,1377986532,0,1,7,1,0
218501,1377986532,0,1,1,11,0
218503,1377986532,0,1,3,11,0
218533,1377986532,0,1,2,3,0
218549,1377986532,0,1,13,6,0
218551,1377986532,0,1,7,6,0
218561,1377986532,0,1,3,7,0
218565,1377986532,0,1,5,7,0
218567,1377986532,0,1,1,8,0
218573,1377986532,0,1,7,8,0
218581,1377986532,0,1,11,9,0
221801,1377986534,0,1,0,0,0
221811,1377986534,0,1,8,0,0
221825,1377986534,0,1,9,1,0
221835,1377986534,0,1,2,12,0
221901,1377986534,0,1,13,9,0
306701,1377986585,0,1,9,0,0
306703,1377986585,0,1,1,1,0
306705,1377986585,0,1,10,1,0
306709,1377986585,0,1,12,1,0
306711,1377986585,0,1,6,1,0
306713,1377986585,0,1,0,10,0
306715,1377986585,0,1,0,11,0
306717,1377986585,0,1,1,12,0
306719,1377986585,0,1,4,12,0
306721,1377986585,0,1,2,13,0
306729,1377986585,0,1,9,13,0
306731,1377986585,0,1,1,2,0
306733,1377986585,0,1,4,2,0
306735,1377986585,0,1,6,2,0
306737,1377986585,0,1,0,4,0
306741,1377986585,0,1,2,4,0
306743,1377986585,0,1,0,5,0
306745,1377986585,0,1,1,5,0
306747,1377986585,0,1,2,5,0
306751,1377986585,0,1,12,6,0
306757,1377986585,0,1,9,6,0
306759,1377986585,0,1,1,7,0
306761,1377986585,0,1,2,7,0
306763,1377986585,0,1,4,7,0
306765,1377986585,0,1,8,7,0
306769,1377986585,0,1,3,8,0
306773,1377986585,0,1,10,9,0
306777,1377986585,0,1,4,9,0
306779,1377986585,0,1,9,9,0
308573,1377986586,18.359,1,11,0,0
308575,1377986586,8.804,1,2,0,0
308587,1377986586,19.471,1,7,0,0
308589,1377986586,21.753,1,0,1,0
308591,1377986586,34.524,1,2,1,0
308593,1377986586,18.026,1,4,1,0
308607,1377986586,21.162,1,2,11,0
308615,1377986586,0,1,10,13,0
308617,1377986586,15.638,1,11,13,0
308619,1377986586,19.704,1,5,13,0
308625,1377986586,0,1,0,2,0
308627,1377986586,0,1,3,2,0
308633,1377986586,37.21,1,0,3,0
308637,1377986586,14.206,1,3,3,0
308643,1377986586,31.362,1,11,6,0
308647,1377986586,11.617,1,2,6,0
308649,1377986586,69.775,1,4,6,0
308651,1377986586,6.682,1,5,6,0
308659,1377986586,18.206,1,6,7,0
308661,1377986586,31.267,1,7,7,0
308663,1377986586,8.508,1,0,8,0
308673,1377986586,0,1,8,8,0
308675,1377986586,37.336,1,9,8,0
308677,1377986586,0,1,0,9,0
308685,1377986586,0,1,12,9,0
308687,1377986586,0,1,3,9,0
308689,1377986586,0,1,5,9,0
308691,1377986586,0,1,6,9,0
310373,1377986587,0,1,11,1,0
310377,1377986587,171.036,1,3,1,0
310383,1377986587,293.638,1,1,10,0
310391,1377986587,183.641,1,0,13,0
310393,1377986587,164.621,1,1,13,0
310397,1377986587,370.091,1,3,13,0
310399,1377986587,0,1,6,13,0
310401,1377986587,0,1,8,13,0
310407,1377986587,256.151,1,2,2,0
310413,1377986587,201.187,1,1,3,0
310417,1377986587,0,1,1,4,0
310427,1377986587,309.869,1,0,6,0
310431,1377986587,0,1,3,6,0
310435,1377986587,341.724,1,0,7,0
310451,1377986587,181.962,1,7,9,0
310453,1377986587,357.019,1,8,9,0
315203,1377986590,4.211,1,5,0,0
315205,1377986590,3.466,1,6,0,0
315213,1377986590,19.786,1,5,1,0
315217,1377986590,11.497,1,2,10,0
315219,1377986590,9.7,1,0,12,0
315233,1377986590,5.625,1,7,13,0
315241,1377986590,7.017,1,5,2,0
315249,1377986590,5.291,1,10,6,0
315263,1377986590,9.504,1,4,8,0
315269,1377986590,11.785,1,1,9,0
325149,1377986596,0,1,3,0,0
325175,1377986596,0,1,4,13,0
325191,1377986596,0,1,1,6,0
325203,1377986596,0,1,8,6,0
325211,1377986596,0,1,2,8,0
325215,1377986596,0,1,5,8,0
325227,1377986596,0,1,2,9,0
326635,1377986597,0,1,4,0,0
326651,1377986597,0,1,7,1,0
326659,1377986597,0,1,1,11,0
326661,1377986597,0,1,3,11,0
326691,1377986597,0,1,2,3,0
326709,1377986597,0,1,13,6,0
326713,1377986597,0,1,7,6,0
326723,1377986597,0,1,3,7,0
326727,1377986597,0,1,5,7,0
326731,1377986597,0,1,1,8,0
326735,1377986597,0,1,7,8,0
326739,1377986597,0,1,11,9,0
329931,1377986599,0,1,0,0,0
329937,1377986599,0,1,8,0,0
329955,1377986599,0,1,9,1,0
329967,1377986599,0,1,2,12,0
330037,1377986599,0,1,13,9,0
408035,1377986646,0,1,1,1,0
408045,1377986646,0,1,6,1,0
408049,1377986646,0,1,0,10,0
408063,1377986646,0,1,1,12,0
408083,1377986646,0,1,9,13,0
408085,1377986646,0,1,1,2,0
408093,1377986646,0,1,6,2,0
408111,1377986646,0,1,12,6,0
408131,1377986646,0,1,8,7,0
408143,1377986646,0,1,10,9,0
408155,1377986646,0,1,9,9,0
410061,1377986647,24.499,1,11,0,0
410067,1377986647,21.64,1,7,0,0
410069,1377986647,0,1,9,0,0
410071,1377986647,0,1,10,1,0
410075,1377986647,0,1,12,1,0
410077,1377986647,42.442,1,2,1,0
410083,1377986647,0,1,0,11,0
410085,1377986647,19.608,1,2,11,0
410089,1377986647,0,1,4,12,0
410091,1377986647,0,1,10,13,0
410093,1377986647,0,1,2,13,0
410101,1377986647,0,1,0,2,0
410103,1377986647,0,1,3,2,0
410105,1377986647,0,1,4,2,0
410109,1377986647,45.315,1,0,3,0
410111,1377986647,0,1,0,4,0
410115,1377986647,0,1,2,4,0
410117,1377986647,0,1,0,5,0
410119,1377986647,0,1,1,5,0
410121,1377986647,0,1,2,5,0
410127,1377986647,83.022,1,4,6,0
