112,1377986401,0,1,0,9,0
104127,1377986463,0,1,0,9,0
205371,1377986524,0,1,0,9,0
308677,1377986586,0,1,0,9,0
410147,1377986647,0,1,0,9,0
513179,1377986709,0,1,0,9,0
614507,1377986770,0,1,0,9,0
718137,1377986832,0,1,0,9,0
821089,1377986894,0,1,0,9,0
922987,1377986955,0,1,0,9,0
1025955,1377987017,0,1,0,9,0
1127553,1377987078,0,1,0,9,0
1230915,1377987140,0,1,0,9,0
1331859,1377987201,0,1,0,9,0
1436067,1377987263,0,1,0,9,0
1537067,1377987324,0,1,0,9,0
1639825,1377987386,0,1,0,9,0
1744903,1377987449,0,1,0,9,0
1848259,1377987511,0,1,0,9,0
1951573,1377987573,0,1,0,9,0
2052825,1377987634,0,1,0,9,0
2155869,1377987696,0,1,0,9,0
2257459,1377987757,0,1,0,9,0
2360841,1377987819,0,1,0,9,0
2462361,1377987880,0,1,0,9,0
2565623,1377987942,0,1,0,9,0
2667225,1377988003,0,1,0,9,0
2770829,1377988065,0,1,0,9,0
2871755,1377988126,0,1,0,9,0
2975389,1377988188,0,1,0,9,0
3078708,1377988250,0,1,0,9,0
3180022,1377988311,0,1,0,9,0
3283229,1377988373,0,1,0,9,0
3383997,1377988434,0,1,0,9,0
3488478,1377988496,0,1,0,9,0
3589437,1377988557,0,1,0,9,0
3692527,1377988619,0,1,0,9,0
3794323,1377988680,0,1,0,9,0
3897608,1377988742,0,1,0,9,0
3998584,1377988803,0,1,0,9,0
4102548,1377988865,0,1,0,9,0
4206564,1377988928,0,1,0,9,0
4310182,1377988990,0,1,0,9,0
4413225,1377989052,0,1,0,9,0
4514715,1377989113,0,1,0,9,0
4618341,1377989175,0,1,0,9,0
4719576,1377989236,0,1,0,9,0
4823458,1377989298,0,1,0,9,0
4924128,1377989359,0,1,0,9,0
5027782,1377989421,0,1,0,9,0
5131841,1377989484,0,1,0,9,0
5235992,1377989546,0,1,0,9,0
5341116,1377989609,0,1,0,9,0
5443888,1377989671,0,1,0,9,0
5546968,1377989733,0,1,0,9,0
5648428,1377989794,0,1,0,9,0
5751452,1377989856,0,1,0,9,0
5852710,1377989917,0,1,0,9,0
5956745,1377989979,0,1,0,9,0
6057834,1377990040,0,1,0,9,0
6161590,1377990102,0,1,0,9,0
6263092,1377990163,0,1,0,9,0
6365848,1377990225,0,1,0,9,0
6469791,1377990287,0,1,0,9,0
6570739,1377990348,0,1,0,9,0
6674671,1377990410,0,1,0,9,0
6775268,1377990471,0,1,0,9,0
6878453,1377990533,0,1,0,9,0
6979969,1377990594,0,1,0,9,0
7083216,1377990656,0,1,0,9,0
7184725,1377990717,0,1,0,9,0
7288085,1377990779,0,1,0,9,0
7389833,1377990840,0,1,0,9,0
